tileswide 60
tileshigh 60
tilewidth 32
tileheight 32
trap_num 175
layer 0
21,21,21,0,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,
21,21,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,21,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,21,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,21,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,14,14,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,11,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,11,24,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,6,6,0,0,6,24,24,24,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,24,24,24,24,13,13,13,24,24,24,24,24,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,24,24,24,24,24,13,13,24,24,24,24,13,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,24,24,24,24,24,24,24,13,13,24,24,24,13,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,24,24,24,24,24,24,24,13,13,13,13,13,13,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,24,24,24,24,24,24,13,13,13,13,13,13,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,24,24,24,24,24,13,13,13,13,13,13,13,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,24,24,24,24,13,13,13,13,13,13,13,13,13,13,13,13,4,0,3,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,13,13,14,14,14,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,13,13,14,14,14,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,24,24,24,24,24,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,24,24,24,24,13,13,13,13,13,13,0,0,13,13,13,13,24,24,13,24,24,13,13,13,13,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,14,14,14,14,14,13,13,24,24,24,24,24,13,13,13,13,13,0,0,13,13,13,24,24,24,24,24,13,13,13,13,13,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,7,13,13,13,14,14,14,14,14,13,13,13,13,24,13,24,13,13,13,13,13,0,0,13,13,13,13,24,24,24,24,24,24,13,13,13,13,13,13,13,13,4,0,3,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,24,24,24,24,24,24,24,13,13,13,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,24,24,24,24,24,24,13,13,13,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,24,13,24,24,24,24,13,13,13,13,24,13,24,13,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,24,24,24,13,13,13,13,24,24,24,24,13,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,13,13,24,24,24,24,24,24,13,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,13,13,13,24,24,24,24,24,24,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,13,13,24,24,24,24,24,24,24,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,13,13,13,13,24,24,24,24,24,13,4,0,0,0,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,24,24,24,13,13,4,0,3,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,24,24,0,0,24,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,24,24,0,0,24,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,24,24,0,0,24,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,
