tileswide 42
tileshigh 42
tilewidth 32
tileheight 32
trap_num 7
layer 0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,13,13,13,13,13,13,13,4,4,4,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,13,13,13,13,13,4,4,4,14,14,4,4,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,13,13,13,13,4,4,4,14,14,14,14,14,14,4,4,4,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,13,13,13,4,4,4,14,14,14,14,14,14,15,21,22,14,14,4,4,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,13,4,4,4,14,14,14,14,14,15,21,21,21,22,14,14,14,4,4,4,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,13,4,14,14,14,14,14,14,15,14,14,14,14,14,14,14,4,4,4,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,4,14,14,14,14,15,14,14,14,14,24,14,14,15,14,14,14,14,4,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,14,14,14,14,14,14,14,24,14,15,14,14,14,14,14,14,14,14,4,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,14,14,14,15,14,14,24,14,14,14,14,14,14,14,15,14,14,14,4,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,14,14,14,15,14,24,14,14,14,14,24,14,14,14,15,14,14,14,4,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,
4,14,14,15,14,14,14,14,14,14,14,14,14,14,24,14,14,14,14,4,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,
4,14,14,14,14,14,14,14,14,14,15,14,14,14,14,14,14,14,14,4,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,
13,4,14,14,14,14,14,14,14,14,14,15,14,24,14,14,14,14,14,4,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,
13,13,4,4,14,14,14,14,14,14,14,14,14,14,14,14,14,4,4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,
13,13,13,4,4,14,14,14,14,14,14,14,14,14,14,14,4,4,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,
